Name,Link,Critic,User 
                    43%
                
Scary Movie 5, https://www.netflix.com/title/70253160, 
                    4%
                , 
                    38%
                
An Easy Girl, https://www.netflix.com/title/81081603, 
                    95%
                , 
                    39%
                
The Perfect Date, https://www.netflix.com/title/81019888, 
                    65%
                , 
                    37%
                
How Do You Know, https://www.netflix.com/title/70138790, 
                    31%
                , 
                    25%
                
Nacho Libre, https://www.netflix.com/title/70044883, 
                    40%
                , 
                    54%
                
Chicken Little, https://www.netflix.com/title/70028197, 
                    37%
                , 
                    47%
                
Project Power, https://www.netflix.com/title/80204465, 
                    60%
                , 
                    49%
                
The Old Guard, https://www.netflix.com/title/81038963, 
                    81%
                , 
                    71%
                
Spenser Confidential, https://www.netflix.com/title/81005492, 
                    36%
                , 
                    54%
                
6 Underground, https://www.netflix.com/title/81001887, 
                    35%
                , 
                    61%
                
Jurassic Park, https://www.netflix.com/title/60002360, 
                    91%
                , 
                    91%
                
Angel Has Fallen, https://www.netflix.com/title/80190284, 
                    39%
                , 
                    93%
                
Den of Thieves, https://www.netflix.com/title/80196448, 
                    41%
                , 
                    62%
                
2012, https://www.netflix.com/title/70108779, 
                    40%
                , 
                    47%
                
Bad Boys II, https://www.netflix.com/title/60029167, 
                    23%
                , 
                    78%
                
National Security, https://www.netflix.com/title/60022059, 
                    11%
                , 
                    45%
                
The Town, https://www.netflix.com/title/70127227, 
                    93%
                , 
                    85%
                
Kangaroo Jack, https://www.netflix.com/title/60026109, 
                    8%
                , 
                    29%
                
Triple Frontier, https://www.netflix.com/title/80192187, 
                    70%
                , 
                    55%
                
Kill the Irishman, https://www.netflix.com/title/70128697, 
                    61%
                , 
                    67%
                
Jurassic Park III, https://www.netflix.com/title/60004473, 
                    49%
                , 
                    36%
                
Train to Busan, https://www.netflix.com/title/80117824, 
                    94%
                , 
                    88%
                
Seventh Son, https://www.netflix.com/title/70275284, 
                    12%
                , 
                    34%
                
Bright, https://www.netflix.com/title/80119234, 
                    28%
                , 
                    83%
                
Olympus Has Fallen, https://www.netflix.com/title/70259801, 
                    49%
                , 
                    66%
                
Clash of the Titans, https://www.netflix.com/title/70119812, 
                    67%
                , 
                    70%
                
Indiana Jones and the Raiders of the Lost Ark, https://www.netflix.com/title/60011649, 
                    95%
                , 
                    96%
                
End of Watch, https://www.netflix.com/title/70235384, 
                    85%
                , 
                    86%
                
V for Vendetta, https://www.netflix.com/title/70039175, 
                    73%
                , 
                    90%
                
Code 8, https://www.netflix.com/title/81194641, 
                    79%
                , 
                    63%
                
The Ridiculous 6, https://www.netflix.com/title/80039517, 
                    0%
                , 
                    34%
                
What Happened to Monday, https://www.netflix.com/title/80146805, 
                    58%
                , 
                    67%
                
Rim of the World, https://www.netflix.com/title/80218306, 
                    23%
                , 
                    48%
                
Time Trap, https://www.netflix.com/title/81023636, 
                    58%
                , 
                    66%
                
Ip Man 3, https://www.netflix.com/title/80076698, 
                    76%
                , 
                    73%
                
Ip Man, https://www.netflix.com/title/70118799, 
                    85%
                , 
                    93%
                
The Patriot, https://www.netflix.com/title/60001044, 
                    100%
                , 
                    56%
                
Sleepless, https://www.netflix.com/title/80134513, 
                    50%
                , 
                    50%
                
The Hurricane Heist, https://www.netflix.com/title/80215923, 
                    47%
                , 
                    23%
                
Ninja Assassin, https://www.netflix.com/title/70101697, 
                    26%
                , 
                    54%
                
Kung Fu Hustle, https://www.netflix.com/title/70020728, 
                    90%
                , 
                    89%
                
Knockaround Guys, https://www.netflix.com/title/60003109, 
                    21%
                , 
                    51%
                
Inside Man, https://www.netflix.com/title/70044379, 
                    86%
                , 
                    85%
                
Snowpiercer, https://www.netflix.com/title/70270364, 
                    94%
                , 
                    72%
                
Underworld, https://www.netflix.com/title/60031210, 
                    31%
                , 
                    79%
                
Bloodsport, https://www.netflix.com/title/60024399, 
                    40%
                , 
                    74%
                
Mortal Kombat, https://www.netflix.com/title/773843, 
                    47%
                , 
                    57%
                
Indiana Jones and the Kingdom of the Crystal Skull, https://www.netflix.com/title/70084799, 
                    78%
                , 
                    54%
                
The Lost Husband, https://www.netflix.com/title/81176585, 
                    60%
                , 
                    67%
                
Feel the Beat, https://www.netflix.com/title/80994878, 
                    47%
                , 
                    58%
                
The Irishman, https://www.netflix.com/title/80175798, 
                    96%
                , 
                    86%
                
Django Unchained, https://www.netflix.com/title/70230640, 
                    87%
                , 
                    91%
                
Septembers of Shiraz, https://www.netflix.com/title/80106744, 
                    31%
                , 
                    42%
                
The Notebook, https://www.netflix.com/title/60036227, 
                    53%
                , 
                    85%
                
Bird Box, https://www.netflix.com/title/80196789, 
                    64%
                , 
                    57%
                
The Help, https://www.netflix.com/title/70172927, 
                    76%
                , 
                    89%
                
Uncut Gems, https://www.netflix.com/title/80990663, 
                    92%
                , 
                    52%
                
The Highwaymen, https://www.netflix.com/title/80200571, 
                    57%
                , 
                    73%
                
Kill the Irishman, https://www.netflix.com/title/70128697, 
                    61%
                , 
                    67%
                
Burlesque, https://www.netflix.com/title/70137790, 
                    36%
                , 
                    64%
                
The Founder, https://www.netflix.com/title/80101899, 
                    81%
                , 
                    82%
                
Night Comes On, https://www.netflix.com/title/80241065, 
                    98%
                , 
                    81%
                
Soul Surfer, https://www.netflix.com/title/70138639, 
                    45%
                , 
                    75%
                
V for Vendetta, https://www.netflix.com/title/70039175, 
                    73%
                , 
                    90%
                
Nightcrawler, https://www.netflix.com/title/70295182, 
                    95%
                , 
                    85%
                
A Walk to Remember, https://www.netflix.com/title/60022589, 
                    27%
                , 
                    78%
                
Shot Caller, https://www.netflix.com/title/80125671, 
                    69%
                , 
                    81%
                
An Easy Girl, https://www.netflix.com/title/81081603, 
                    95%
                , 
                    39%
                
Zodiac, https://www.netflix.com/title/70044686, 
                    89%
                , 
                    77%
                
Ip Man, https://www.netflix.com/title/70118799, 
                    85%
                , 
                    93%
                
The Patriot, https://www.netflix.com/title/60001044, 
                    100%
                , 
                    56%
                
The Perks of Being a Wallflower, https://www.netflix.com/title/70243461, 
                    86%
                , 
                    89%
                
Dear John, https://www.netflix.com/title/70117302, 
                    29%
                , 
                    55%
                
How Do You Know, https://www.netflix.com/title/70138790, 
                    31%
                , 
                    25%
                
All Day and a Night, https://www.netflix.com/title/80226923, 
                    56%
                , 
                    62%
                
The Boy Who Harnessed the Wind, https://www.netflix.com/title/80200047, 
                    86%
                , 
                    88%
                
The Princess Switch, https://www.netflix.com/title/80242926, 
                    75%
                , 
                    48%
                
Sleepless in Seattle, https://www.netflix.com/title/973331, 
                    74%
                , 
                    75%
                
The Frozen Ground, https://www.netflix.com/title/70253159, 
                    61%
                , 
                    50%
                
Stand and Deliver, https://www.netflix.com/title/994957, 
                    82%
                , 
                    79%
                
The Guernsey Literary and Potato Peel Pie Society, https://www.netflix.com/title/80223371, 
                    80%
                , 
                    81%
                
All The Bright Places, https://www.netflix.com/title/80208802, 
                    66%
                , 
                    61%
                
Gridiron Gang, https://www.netflix.com/title/70044599, 
                    43%
                , 
                    81%
                
The Lincoln Lawyer, https://www.netflix.com/title/70167077, 
                    84%
                , 
                    82%
                
22 July, https://www.netflix.com/title/80210932, 
                    81%
                , 
                    70%
                
The Two Popes, https://www.netflix.com/title/80174451, 
                    89%
                , 
                    88%
                
The Lake House, https://www.netflix.com/title/70043303, 
                    35%
                , 
                    73%
                
Greater, https://www.netflix.com/title/80095953, 
                    67%
                , 
                    85%
                
Benji, https://www.netflix.com/title/80204923, 
                    86%
                , 
                    55%
                
The Half Of It, https://www.netflix.com/title/81005150, 
                    97%
                , 
                    81%
                
The Kissing Booth, https://www.netflix.com/title/80143556, 
                    17%
                , 
                    57%
                
The Wrong Missy, https://www.netflix.com/title/81033865, 
                    34%
                , 
                    51%
                
The Notebook, https://www.netflix.com/title/60036227, 
                    53%
                , 
                    85%
                
Clueless, https://www.netflix.com/title/384406, 
                    81%
                , 
                    76%
                
Burlesque, https://www.netflix.com/title/70137790, 
                    36%
                , 
                    64%
                
Zookeeper, https://www.netflix.com/title/70125932, 
                    14%
                , 
                    41%
                
Falling Inn Love, https://www.netflix.com/title/80999781, 
                    65%
                , 
                    33%
                
A Walk to Remember, https://www.netflix.com/title/60022589, 
                    27%
                , 
                    78%
                
A Whisker Away, https://www.netflix.com/title/81281872, 
                    93%
                , 
                    81%
                
Safety Not Guaranteed, https://www.netflix.com/title/70227946, 
                    91%
                , 
                    80%
                
The Perfect Date, https://www.netflix.com/title/81019888, 
                    65%
                , 
                    37%
                
Dear John, https://www.netflix.com/title/70117302, 
                    29%
                , 
                    55%
                
How Do You Know, https://www.netflix.com/title/70138790, 
                    31%
                , 
                    25%
                
The Princess Switch, https://www.netflix.com/title/80242926, 
                    75%
                , 
                    48%
                
Seriously Single, https://www.netflix.com/title/81284392, 
                    67%
                , 
                    20%
                
Sleepless in Seattle, https://www.netflix.com/title/973331, 
                    74%
                , 
                    75%
                
The Guernsey Literary and Potato Peel Pie Society, https://www.netflix.com/title/80223371, 
                    80%
                , 
                    81%
                
All The Bright Places, https://www.netflix.com/title/80208802, 
                    66%
                , 
                    61%
                
Someone Great, https://www.netflix.com/title/80202920, 
                    82%
                , 
                    65%
                
The Lake House, https://www.netflix.com/title/70043303, 
                    35%
                , 
                    73%
                
The Half Of It, https://www.netflix.com/title/81005150, 
                    97%
                , 
                    81%
                
Urban Cowboy, https://www.netflix.com/title/60024038, 
                    73%
                , 
                    81%
                
Eternal Sunshine of the Spotless Mind, https://www.netflix.com/title/60034545, 
                    93%
                , 
                    94%
                
Groundhog Day, https://www.netflix.com/title/563104, 
                    96%
                , 
                    88%
                
The Heartbreak Kid, https://www.netflix.com/title/70060003, 
                    29%
                , 
                    37%
                
Failure to Launch, https://www.netflix.com/title/70044867, 
                    24%
                , 
                    52%
                
Silver Linings Playbook, https://www.netflix.com/title/70244164, 
                    92%
                , 
                    86%
                
Holiday in the Wild, https://www.netflix.com/title/80231468, 
                    38%
                , 
                    48%
                
Before I Fall, https://www.netflix.com/title/80148178, 
                    65%
                , 
                    56%
                
Nights in Rodanthe, https://www.netflix.com/title/70098899, 
                    30%
                , 
                    52%
                
Frida, https://www.netflix.com/title/60024997, 
                    75%
                , 
                    85%
                
Just Friends, https://www.netflix.com/title/70039185, 
                    42%
                , 
                    71%
                
The Ottoman Lieutenant, https://www.netflix.com/title/80143796, 
                    19%
                , 
                    51%
                
Nappily Ever After, https://www.netflix.com/title/80189630, 
                    71%
                , 
                    73%
                
Newness, https://www.netflix.com/title/80172958, 
                    69%
                , 
                    61%
                
Jerry Maguire, https://www.netflix.com/title/60022922, 
                    83%
                , 
                    79%
                
Sleepover, https://www.netflix.com/title/60036235, 
                    15%
                , 
                    54%
                
Set It Up, https://www.netflix.com/title/80184100, 
                    92%
                , 
                    68%
                
High Strung Free Dance, https://www.netflix.com/title/81256457, 
                    50%
                , 
                    85%
                
Kabir Singh, https://www.netflix.com/title/81107545, 
                    23%
                , 
                    79%
                
Sierra Burgess Is a Loser, https://www.netflix.com/title/80239639, 
                    61%
                , 
                    30%
                
Malang, https://www.netflix.com/title/81214289, 
                    44%
                , 
                    80%
                
Stardust, https://www.netflix.com/title/70054920, 
                    76%
                , 
                    86%
                
1BR, https://www.netflix.com/title/81306212, 
                    87%
                , 
                    60%
                
Den of Thieves, https://www.netflix.com/title/80196448, 
                    41%
                , 
                    62%
                
Bird Box, https://www.netflix.com/title/80196789, 
                    64%
                , 
                    57%
                
The Town, https://www.netflix.com/title/70127227, 
                    93%
                , 
                    85%
                
Triple Frontier, https://www.netflix.com/title/80192187, 
                    70%
                , 
                    55%
                
The Highwaymen, https://www.netflix.com/title/80200571, 
                    57%
                , 
                    73%
                
Train to Busan, https://www.netflix.com/title/80117824, 
                    94%
                , 
                    88%
                
End of Watch, https://www.netflix.com/title/70235384, 
                    85%
                , 
                    86%
                
Time Trap, https://www.netflix.com/title/81023636, 
                    58%
                , 
                    66%
                
Zodiac, https://www.netflix.com/title/70044686, 
                    89%
                , 
                    77%
                
The Silence of the Lambs, https://www.netflix.com/title/14546747, 
                    96%
                , 
                    95%
                
Cult of Chucky, https://www.netflix.com/title/80199767, 
                    79%
                , 
                    46%
                
House at the End of the Street, https://www.netflix.com/title/70215438, 
                    13%
                , 
                    41%
                
Inside Man, https://www.netflix.com/title/70044379, 
                    86%
                , 
                    85%
                
Fractured, https://www.netflix.com/title/80223997, 
                    59%
                , 
                    50%
                
The Boy, https://www.netflix.com/title/80071346, 
                    30%
                , 
                    38%
                
The Frozen Ground, https://www.netflix.com/title/70253159, 
                    61%
                , 
                    50%
                
The Autopsy of Jane Doe, https://www.netflix.com/title/80022613, 
                    87%
                , 
                    70%
                
The Lincoln Lawyer, https://www.netflix.com/title/70167077, 
                    84%
                , 
                    82%
                
I Am Mother, https://www.netflix.com/title/80227090, 
                    90%
                , 
                    75%
                
Winchester, https://www.netflix.com/title/80179245, 
                    13%
                , 
                    32%
                
Donnie Brasco, https://www.netflix.com/title/1151721, 
                    88%
                , 
                    89%
                
Air Force One, https://www.netflix.com/title/1171915, 
                    76%
                , 
                    66%
                
The Roommate, https://www.netflix.com/title/70123922, 
                    4%
                , 
                    27%
                
Emelie, https://www.netflix.com/title/80087354, 
                    88%
                , 
                    41%
                
Freaks, https://www.netflix.com/title/81031738, 
                    95%
                , 
                    88%
                
Candyman, https://www.netflix.com/title/347365, 
                    74%
                , 
                    62%
                
Before I Wake, https://www.netflix.com/title/80002667, 
                    63%
                , 
                    47%
                
What Keeps You Alive, https://www.netflix.com/title/80998837, 
                    82%
                , 
                    42%
                
The Girl with All the Gifts, https://www.netflix.com/title/80142100, 
                    86%
                , 
                    67%
                
The Last Days of American Crime, https://www.netflix.com/title/80198975, 
                    0%
                , 
                    24%
                
Sinister 2, https://www.netflix.com/title/80043834, 
                    16%
                , 
                    31%
                
Paranormal Activity, https://www.netflix.com/title/70125581, 
                    83%
                , 
                    57%
                
Poltergeist, https://www.netflix.com/title/864808, 
                    85%
                , 
                    79%
                
Swordfish, https://www.netflix.com/title/60020745, 
                    25%
                , 
                    59%
                
Spectral, https://www.netflix.com/title/80098200, 
                    75%
                , 
                    53%
                
Total Recall, https://www.netflix.com/title/1057618, 
                    81%
                , 
                    78%
                
Friend Request, https://www.netflix.com/title/80097516, 
                    16%
                , 
                    28%
                
The Open House, https://www.netflix.com/title/80198661, 
                    15%
                , 
                    8%
                
Backdraft 2, https://www.netflix.com/title/81053958, 
                    40%
                , 
                    16%
                
In the Shadow of the Moon, https://www.netflix.com/title/80231903, 
                    95%
                , 
                    91%
                
GoldenEye, https://www.netflix.com/title/22040803, 
                    78%
                , 
                    83%
                
Rattlesnake, https://www.netflix.com/title/81018455, 
                    28%
                , 
                    13%
                
The Decline, https://www.netflix.com/title/81013927, 
                    89%
                , 
                    64%
                
The Green Inferno, https://www.netflix.com/title/70293315, 
                    38%
                , 
                    30%
                
Apostle, https://www.netflix.com/title/80158148, 
                    90%
                , 
                    79%
                
Force 2, https://www.netflix.com/title/80159955, 
                    55%
                , 
                    41%
                
Work It, https://www.netflix.com/title/81132038, 
                    85%
                , 
                    65%
                
Drunk Parents, https://www.netflix.com/title/81061405, 
                    0%
                , 
                    15%
                
Murder Mystery, https://www.netflix.com/title/80242619, 
                    43%
                , 
                    41%
                
The Angry Birds Movie 2, https://www.netflix.com/title/81073593, 
                    73%
                , 
                    84%
                
Jurassic Park, https://www.netflix.com/title/60002360, 
                    91%
                , 
                    91%
                
Feel the Beat, https://www.netflix.com/title/80994878, 
                    47%
                , 
                    58%
                
The Irishman, https://www.netflix.com/title/80175798, 
                    96%
                , 
                    86%
                
Angel Has Fallen, https://www.netflix.com/title/80190284, 
                    39%
                , 
                    93%
                
Django Unchained, https://www.netflix.com/title/70230640, 
                    87%
                , 
                    91%
                
Den of Thieves, https://www.netflix.com/title/80196448, 
                    41%
                , 
                    62%
                
The Croods, https://www.netflix.com/title/70143241, 
                    71%
                , 
                    77%
                
The Wrong Missy, https://www.netflix.com/title/81033865, 
                    34%
                , 
                    51%
                
The Willoughbys, https://www.netflix.com/title/80239482, 
                    90%
                , 
                    64%
                
A Silent Voice, https://www.netflix.com/title/80223226, 
                    94%
                , 
                    93%
                
2012, https://www.netflix.com/title/70108779, 
                    40%
                , 
                    47%
                
The Speed Cubers, https://www.netflix.com/title/81092143, 
                    91%
                , 
                    86%
                
Septembers of Shiraz, https://www.netflix.com/title/80106744, 
                    31%
                , 
                    42%
                
Dennis the Menace, https://www.netflix.com/title/60028694, 
                    27%
                , 
                    38%
                
The Notebook, https://www.netflix.com/title/60036227, 
                    53%
                , 
                    85%
                
Clueless, https://www.netflix.com/title/384406, 
                    81%
                , 
                    76%
                
Animal Crackers, https://www.netflix.com/title/81191856, 
                    96%
                , 
                    89%
                
Bad Boys II, https://www.netflix.com/title/60029167, 
                    23%
                , 
                    78%
                
National Security, https://www.netflix.com/title/60022059, 
                    11%
                , 
                    45%
                
Bird Box, https://www.netflix.com/title/80196789, 
                    64%
                , 
                    57%
                
Kangaroo Jack, https://www.netflix.com/title/60026109, 
                    8%
                , 
                    29%
                
The Addams Family, https://www.netflix.com/title/217258, 
                    44%
                , 
                    69%
                
The Help, https://www.netflix.com/title/70172927, 
                    76%
                , 
                    89%
                
Bee Movie, https://www.netflix.com/title/70060010, 
                    50%
                , 
                    53%
                
Triple Frontier, https://www.netflix.com/title/80192187, 
                    70%
                , 
                    55%
                
A Haunted House, https://www.netflix.com/title/70261364, 
                    9%
                , 
                    51%
                
Uncut Gems, https://www.netflix.com/title/80990663, 
                    92%
                , 
                    52%
                
The Highwaymen, https://www.netflix.com/title/80200571, 
                    57%
                , 
                    73%
                
Kill the Irishman, https://www.netflix.com/title/70128697, 
                    61%
                , 
                    67%
                
Fearless, https://www.netflix.com/title/81252403, 
                    73%
                , 
                    86%
                
Jurassic Park III, https://www.netflix.com/title/60004473, 
                    49%
                , 
                    36%
                
Train to Busan, https://www.netflix.com/title/80117824, 
                    94%
                , 
                    88%
                
Seventh Son, https://www.netflix.com/title/70275284, 
                    12%
                , 
                    34%
                
Bright, https://www.netflix.com/title/80119234, 
                    28%
                , 
                    83%
                
How the Grinch Stole Christmas, https://www.netflix.com/title/60000901, 
                    50%
                , 
                    56%
                
Sextuplets, https://www.netflix.com/title/80231419, 
                    14%
                , 
                    37%
                
The Croods, https://www.netflix.com/title/70143241, 
                    71%
                , 
                    77%
                
The Willoughbys, https://www.netflix.com/title/80239482, 
                    90%
                , 
                    64%
                
Dennis the Menace, https://www.netflix.com/title/60028694, 
                    27%
                , 
                    38%
                
Animal Crackers, https://www.netflix.com/title/81191856, 
                    96%
                , 
                    89%
                
Kangaroo Jack, https://www.netflix.com/title/60026109, 
                    8%
                , 
                    29%
                
Bee Movie, https://www.netflix.com/title/70060010, 
                    50%
                , 
                    53%
                
Fearless, https://www.netflix.com/title/81252403, 
                    73%
                , 
                    86%
                
How the Grinch Stole Christmas, https://www.netflix.com/title/60000901, 
                    50%
                , 
                    56%
                
Zookeeper, https://www.netflix.com/title/70125932, 
                    14%
                , 
                    41%
                
Indiana Jones and the Raiders of the Lost Ark, https://www.netflix.com/title/60011649, 
                    95%
                , 
                    96%
                
Mary Poppins Returns, https://www.netflix.com/title/80221446, 
                    79%
                , 
                    65%
                
A Whisker Away, https://www.netflix.com/title/81281872, 
                    93%
                , 
                    81%
                
The Nut Job, https://www.netflix.com/title/70286697, 
                    13%
                , 
                    43%
                
Chicken Little, https://www.netflix.com/title/70028197, 
                    37%
                , 
                    47%
                
The Boy Who Harnessed the Wind, https://www.netflix.com/title/80200047, 
                    86%
                , 
                    88%
                
The Princess Switch, https://www.netflix.com/title/80242926, 
                    75%
                , 
                    48%
                
The NeverEnding Story, https://www.netflix.com/title/60020917, 
                    80%
                , 
                    81%
                
Next Gen, https://www.netflix.com/title/80988892, 
                    80%
                , 
                    67%
                
The Witches, https://www.netflix.com/title/20282991, 
                    93%
                , 
                    70%
                
Greater, https://www.netflix.com/title/80095953, 
                    67%
                , 
                    85%
                
Indiana Jones and the Kingdom of the Crystal Skull, https://www.netflix.com/title/70084799, 
                    78%
                , 
                    54%
                
Indiana Jones and the Last Crusade, https://www.netflix.com/title/60010487, 
                    87%
                , 
                    94%
                
Benji, https://www.netflix.com/title/80204923, 
                    86%
                , 
                    55%
                
Tinker Bell and the Legend of the NeverBeast, https://www.netflix.com/title/80028529, 
                    75%
                , 
                    76%
                
Indiana Jones and the Temple of Doom, https://www.netflix.com/title/60010488, 
                    85%
                , 
                    81%
                
Johnny English Reborn, https://www.netflix.com/title/70184054, 
                    38%
                , 
                    45%
                
The Christmas Chronicles, https://www.netflix.com/title/80199682, 
                    66%
                , 
                    77%
                
Holiday in the Wild, https://www.netflix.com/title/80231468, 
                    38%
                , 
                    48%
                
Christopher Robin, https://www.netflix.com/title/80221560, 
                    72%
                , 
                    83%
                
The Karate Kid Part III, https://www.netflix.com/title/70068539, 
                    15%
                , 
                    35%
                
Django Unchained, https://www.netflix.com/title/70230640, 
                    87%
                , 
                    91%
                
A Silent Voice, https://www.netflix.com/title/80223226, 
                    94%
                , 
                    93%
                
Uncut Gems, https://www.netflix.com/title/80990663, 
                    92%
                , 
                    52%
                
Train to Busan, https://www.netflix.com/title/80117824, 
                    94%
                , 
                    88%
                
Night Comes On, https://www.netflix.com/title/80241065, 
                    98%
                , 
                    81%
                
Indiana Jones and the Raiders of the Lost Ark, https://www.netflix.com/title/60011649, 
                    95%
                , 
                    96%
                
Nightcrawler, https://www.netflix.com/title/70295182, 
                    95%
                , 
                    85%
                
Mary Poppins Returns, https://www.netflix.com/title/80221446, 
                    79%
                , 
                    65%
                
Safety Not Guaranteed, https://www.netflix.com/title/70227946, 
                    91%
                , 
                    80%
                
13TH, https://www.netflix.com/title/80091741, 
                    97%
                , 
                    91%
                
An Easy Girl, https://www.netflix.com/title/81081603, 
                    95%
                , 
                    39%
                
Zodiac, https://www.netflix.com/title/70044686, 
                    89%
                , 
                    77%
                
The Silence of the Lambs, https://www.netflix.com/title/14546747, 
                    96%
                , 
                    95%
                
Ip Man, https://www.netflix.com/title/70118799, 
                    85%
                , 
                    93%
                
The Perks of Being a Wallflower, https://www.netflix.com/title/70243461, 
                    86%
                , 
                    89%
                
Kung Fu Hustle, https://www.netflix.com/title/70020728, 
                    90%
                , 
                    89%
                
The Boy Who Harnessed the Wind, https://www.netflix.com/title/80200047, 
                    86%
                , 
                    88%
                
Inside Man, https://www.netflix.com/title/70044379, 
                    86%
                , 
                    85%
                
Sleepless in Seattle, https://www.netflix.com/title/973331, 
                    74%
                , 
                    75%
                
Snowpiercer, https://www.netflix.com/title/70270364, 
                    94%
                , 
                    72%
                
The NeverEnding Story, https://www.netflix.com/title/60020917, 
                    80%
                , 
                    81%
                
Stand and Deliver, https://www.netflix.com/title/994957, 
                    82%
                , 
                    79%
                
The Autopsy of Jane Doe, https://www.netflix.com/title/80022613, 
                    87%
                , 
                    70%
                
The Guernsey Literary and Potato Peel Pie Society, https://www.netflix.com/title/80223371, 
                    80%
                , 
                    81%
                
Someone Great, https://www.netflix.com/title/80202920, 
                    82%
                , 
                    65%
                
The Witches, https://www.netflix.com/title/20282991, 
                    93%
                , 
                    70%
                
22 July, https://www.netflix.com/title/80210932, 
                    81%
                , 
                    70%
                
The Two Popes, https://www.netflix.com/title/80174451, 
                    89%
                , 
                    88%
                
I Am Mother, https://www.netflix.com/title/80227090, 
                    90%
                , 
                    75%
                
Indiana Jones and the Last Crusade, https://www.netflix.com/title/60010487, 
                    87%
                , 
                    94%
                
The Half Of It, https://www.netflix.com/title/81005150, 
                    97%
                , 
                    81%
                
Eternal Sunshine of the Spotless Mind, https://www.netflix.com/title/60034545, 
                    93%
                , 
                    94%
                
Donnie Brasco, https://www.netflix.com/title/1151721, 
                    88%
                , 
                    89%
                
Da 5 Bloods, https://www.netflix.com/title/81045635, 
                    92%
                , 
                    53%
                
Seabiscuit, https://www.netflix.com/title/60029177, 
                    78%
                , 
                    76%
                
Veronica, https://www.netflix.com/title/80109295, 
                    90%
                , 
                    49%
                
Groundhog Day, https://www.netflix.com/title/563104, 
                    96%
                , 
                    88%
                
Emelie, https://www.netflix.com/title/80087354, 
                    88%
                , 
                    41%
                
Freaks, https://www.netflix.com/title/81031738, 
                    95%
                , 
                    88%
                
Blood Father, https://www.netflix.com/title/80105843, 
                    89%
                , 
                    63%
                
The Florida Project, https://www.netflix.com/title/80194388, 
                    96%
                , 
                    80%
                
Indiana Jones and the Temple of Doom, https://www.netflix.com/title/60010488, 
                    85%
                , 
                    81%
                
Silver Linings Playbook, https://www.netflix.com/title/70244164, 
                    92%
                , 
                    86%
                
The Ballad of Buster Scruggs, https://www.netflix.com/title/80200267, 
                    90%
                , 
                    77%
                
Monty Python and the Holy Grail, https://www.netflix.com/title/771476, 
                    97%
                , 
                    95%
                
The Girl with All the Gifts, https://www.netflix.com/title/80142100, 
                    86%
                , 
                    67%
                
Frida, https://www.netflix.com/title/60024997, 
                    75%
                , 
                    85%
                
The Social Network, https://www.netflix.com/title/70132721, 
                    96%
                , 
                    86%
                
Lady Bird, https://www.netflix.com/title/80205227, 
                    99%
                , 
                    79%
                
